index,date,Alabama,Alaska,American Samoa,Arizona,Arkansas,Bureau of Prisons,California,Colorado,Connecticut,Delaware,Dept of Defense,District of Columbia,Federated States of Micronesia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indian Health Svc,Indiana,Iowa,Kansas,Kentucky,Long Term Care,Louisiana,Maine,Marshall Islands,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Republic of Palau,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,United States,Utah,Vermont,Veterans Health,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
70,2021-02-28,942502.0,264741.0,20338.0,1792447.0,649311.0,60283.0,8821044.0,1371577.0,1004467.0,219312.0,992748.0,194746.0,14715.0,5044420.0,2072451.0,55213.0,382798.0,392370.0,2824209.0,553652.0,1590344.0,713054.0,609765.0,1020045.0,7112537.0,1056975.0,332999.0,11197.0,1325977.0,1735916.0,2318415.0,1393985.0,619251.0,1279404.0,281422.0,474439.0,685692.0,321602.0,2065666.0,705538.0,4225250.0,2467755.0,234209.0,18363.0,2599806.0,1095362.0,994403.0,2751844.0,549615.0,8185.0,256755.0,1086550.0,278285.0,1359382.0,5566612.0,75236003.0,688505.0,162558.0,2303674.0,19369.0,2086194.0,1729208.0,532295.0,1470570.0,156397.0
71,2021-03-01,948393.0,268406.0,20338.0,1849259.0,661572.0,60283.0,9106077.0,1412910.0,1031305.0,225374.0,995054.0,198047.0,15022.0,5047960.0,2072628.0,55255.0,389644.0,404250.0,2906555.0,569259.0,1615149.0,734845.0,620939.0,1046835.0,7154531.0,1076576.0,334009.0,11197.0,1364145.0,1803528.0,2357259.0,1429631.0,637116.0,1375027.0,284679.0,476315.0,715121.0,324806.0,2096498.0,711612.0,4355544.0,2525579.0,238585.0,18583.0,2660844.0,1119049.0,1024055.0,2835338.0,554664.0,8185.0,269512.0,1116811.0,282075.0,1394659.0,5572496.0,76899987.0,688506.0,168050.0,2356446.0,19470.0,2136926.0,1800030.0,534053.0,1500923.0,156741.0
72,2021-03-02,972161.0,269941.0,21079.0,1889742.0,670815.0,61002.0,9497125.0,1428854.0,1040154.0,225417.0,996120.0,199212.0,15705.0,5077891.0,2085047.0,55402.0,392771.0,409641.0,2958947.0,577710.0,1624577.0,740713.0,629548.0,1061236.0,7178616.0,1084499.0,334325.0,11351.0,1390370.0,1837816.0,2389534.0,1443875.0,646440.0,1384067.0,286163.0,484888.0,723182.0,330538.0,2187330.0,721489.0,4495821.0,2545103.0,238848.0,18894.0,2723208.0,1124662.0,1038342.0,2886451.0,554694.0,8185.0,275799.0,1123049.0,282575.0,1405604.0,5956629.0,78631601.0,722301.0,171557.0,2372611.0,19736.0,2171427.0,1841160.0,536534.0,1521200.0,156776.0
73,2021-03-03,1000031.0,273350.0,21079.0,1930999.0,687433.0,62745.0,9731169.0,1462053.0,1061375.0,237669.0,1017839.0,202090.0,16189.0,5167346.0,2133517.0,55435.0,399195.0,418956.0,3022385.0,588253.0,1657664.0,753860.0,644921.0,1082228.0,7218655.0,1107626.0,334449.0,11351.0,1454494.0,1884139.0,2423899.0,1477533.0,665772.0,1415806.0,291572.0,497106.0,733953.0,339484.0,2249861.0,735930.0,4607571.0,2606912.0,241181.0,19225.0,2790056.0,1147833.0,1050060.0,2948581.0,568025.0,8185.0,282767.0,1150199.0,287657.0,1455498.0,6191550.0,80540474.0,745913.0,173179.0,2420189.0,20149.0,2220648.0,1888198.0,541453.0,1553270.0,162918.0
74,2021-03-04,1032171.0,276891.0,21625.0,1979929.0,704368.0,66375.0,9860209.0,1494910.0,1087313.0,246194.0,1039783.0,207421.0,16578.0,5314200.0,2187289.0,56131.0,411264.0,428196.0,3107699.0,603339.0,1697536.0,773314.0,661143.0,1117369.0,7262104.0,1139071.0,334528.0,12111.0,1497538.0,1941018.0,2476796.0,1512877.0,685610.0,1458439.0,301007.0,513497.0,750160.0,349825.0,2325257.0,743904.0,4730809.0,2661523.0,246289.0,19580.0,2850454.0,1181414.0,1073041.0,3036398.0,595224.0,8185.0,290963.0,1202753.0,294765.0,1492576.0,6379094.0,82572848.0,746392.0,175767.0,2476015.0,21615.0,2284452.0,1942877.0,553449.0,1596290.0,163194.0
75,2021-03-05,1064578.0,281467.0,21625.0,2038623.0,723756.0,70129.0,10071476.0,1528864.0,1121517.0,255036.0,1065268.0,211736.0,17098.0,5448653.0,2253011.0,56407.0,421996.0,442491.0,3204414.0,620761.0,1748623.0,801113.0,683046.0,1162694.0,7306425.0,1179138.0,382117.0,12592.0,1548380.0,2005708.0,2555112.0,1562547.0,710560.0,1504236.0,312296.0,535213.0,773285.0,358497.0,2403077.0,765965.0,4864621.0,2680413.0,255282.0,19905.0,2918114.0,1213040.0,1097974.0,3169691.0,596130.0,8185.0,300529.0,1232377.0,304382.0,1540428.0,6591175.0,85008094.0,796749.0,179580.0,2535768.0,22365.0,2342449.0,2001032.0,574473.0,1656753.0,166712.0
76,2021-03-06,1099697.0,288625.0,21625.0,2043739.0,744139.0,71759.0,10415023.0,1580162.0,1157114.0,264601.0,1094565.0,220634.0,17624.0,5688357.0,2308087.0,56477.0,434343.0,457434.0,3341021.0,642492.0,1800802.0,861247.0,707897.0,1209546.0,7349495.0,1179915.0,398509.0,13292.0,1606378.0,2082052.0,2637353.0,1627997.0,736826.0,1552157.0,324102.0,536126.0,800030.0,371111.0,2478696.0,801111.0,5042187.0,2760801.0,264133.0,20309.0,3027215.0,1246152.0,1137864.0,3298800.0,611567.0,8185.0,310283.0,1284575.0,314577.0,1580755.0,6829275.0,87912323.0,832435.0,184327.0,2597371.0,23014.0,2392680.0,2071467.0,594118.0,1721352.0,177496.0
77,2021-03-07,1110132.0,295046.0,21625.0,2162602.0,765260.0,72174.0,10634752.0,1626499.0,1195617.0,275467.0,1130833.0,225875.0,17745.0,5900450.0,2366573.0,56484.0,436036.0,471043.0,3473676.0,655254.0,1844669.0,906470.0,734335.0,1254160.0,7389102.0,1180945.0,399534.0,13742.0,1645609.0,2148356.0,2716893.0,1681447.0,764699.0,1600118.0,337005.0,556061.0,829262.0,382103.0,2534361.0,814029.0,5237597.0,2830672.0,272721.0,20396.0,3131288.0,1278427.0,1172840.0,3319263.0,628400.0,8185.0,319369.0,1347330.0,322959.0,1634598.0,6938167.0,90351750.0,833167.0,191529.0,2658215.0,23033.0,2445932.0,2143916.0,601440.0,1770069.0,178035.0
78,2021-03-08,1116676.0,298144.0,21625.0,2215219.0,773357.0,72174.0,10805474.0,1627458.0,1228865.0,280674.0,1141841.0,230110.0,17745.0,5904827.0,2391999.0,56587.0,452988.0,482273.0,3571808.0,665997.0,1879649.0,940050.0,742945.0,1283860.0,7405816.0,1277889.0,427445.0,13742.0,1671778.0,2199086.0,2765577.0,1725656.0,776272.0,1633864.0,341554.0,573413.0,855890.0,385485.0,2571874.0,833881.0,5416301.0,2881950.0,275989.0,20396.0,3203772.0,1300639.0,1199682.0,3335592.0,633344.0,8185.0,326730.0,1380510.0,326272.0,1659254.0,7071506.0,92089852.0,833714.0,198741.0,2708426.0,23053.0,2486429.0,2213284.0,602407.0,1804918.0,185580.0
79,2021-03-09,1140984.0,302687.0,21625.0,2245854.0,782750.0,72539.0,10925581.0,1650716.0,1245687.0,285101.0,1320734.0,232666.0,18133.0,5961421.0,2406206.0,58396.0,464100.0,489220.0,3601065.0,669504.0,1892845.0,952377.0,751652.0,1293847.0,7419240.0,1286353.0,432219.0,14523.0,1715039.0,2226167.0,2787289.0,1746992.0,780649.0,1647096.0,343597.0,594293.0,864967.0,393931.0,2639438.0,839018.0,5525344.0,2909142.0,277845.0,20708.0,3255735.0,1307274.0,1221981.0,3524263.0,635352.0,8185.0,333607.0,1397362.0,326763.0,1667642.0,7299866.0,93692598.0,880032.0,203900.0,2718748.0,23752.0,2553714.0,2255182.0,606345.0,1812456.0,185813.0
80,2021-03-10,1173820.0,307769.0,23696.0,2293559.0,799184.0,73254.0,11062505.0,1694476.0,1272581.0,285262.0,1343861.0,238189.0,18423.0,6070173.0,2408998.0,60379.0,475859.0,497534.0,3672596.0,684185.0,1934412.0,969877.0,769636.0,1318808.0,7445798.0,1309279.0,441443.0,14987.0,1761081.0,2313916.0,2831319.0,1771967.0,801306.0,1685362.0,349631.0,607373.0,878645.0,405366.0,2714949.0,840633.0,5691711.0,2979031.0,280757.0,21022.0,3316480.0,1334818.0,1238835.0,3638014.0,674636.0,8586.0,340997.0,1423016.0,332059.0,1711512.0,7529655.0,95721290.0,903099.0,207110.0,2775356.0,24615.0,2616782.0,2303420.0,611113.0,1839822.0,190180.0
81,2021-03-11,1209802.0,313365.0,23696.0,2350374.0,800091.0,76224.0,11220508.0,1764066.0,1304302.0,299695.0,1374234.0,244060.0,18689.0,6332072.0,2483900.0,62062.0,489283.0,507965.0,3777731.0,697130.0,1979075.0,999390.0,796242.0,1357068.0,7473597.0,1340630.0,442593.0,15516.0,1812309.0,2376322.0,2899309.0,1823592.0,823604.0,1724580.0,359446.0,629765.0,904504.0,418658.0,2834934.0,867690.0,5840907.0,3048105.0,286495.0,21323.0,3391091.0,1364914.0,1239800.0,3737143.0,675568.0,8902.0,350979.0,1461672.0,339564.0,1757433.0,7730664.0,98203893.0,903758.0,212062.0,2844311.0,25361.0,2685399.0,2381471.0,626149.0,1881901.0,190570.0
82,2021-03-12,1249205.0,318526.0,23696.0,2418267.0,836608.0,78795.0,11428034.0,1817050.0,1345350.0,307982.0,1403967.0,250090.0,19086.0,6613352.0,2598432.0,63697.0,503482.0,522505.0,3925271.0,715356.0,2030306.0,1034296.0,847260.0,1401175.0,7499822.0,1379998.0,476530.0,15896.0,1859444.0,2443419.0,2983009.0,1874674.0,824528.0,1759789.0,370463.0,653385.0,930754.0,431296.0,2916801.0,895586.0,5999720.0,3165928.0,297605.0,21638.0,3494036.0,1398278.0,1271685.0,3759104.0,698082.0,9193.0,359501.0,1493376.0,349016.0,1812050.0,8005490.0,101128005.0,945378.0,217495.0,2917334.0,26202.0,2753938.0,2441777.0,651835.0,1944768.0,199232.0
83,2021-03-13,1288242.0,324271.0,23696.0,2484603.0,882630.0,80683.0,11881857.0,1878538.0,1411525.0,317790.0,1439663.0,256529.0,19580.0,7007792.0,2681373.0,65382.0,517061.0,536191.0,4197357.0,733344.0,2127154.0,1114523.0,850639.0,1492234.0,7538985.0,1464259.0,477511.0,16007.0,1922161.0,2561749.0,3076878.0,2000813.0,896984.0,1867231.0,383241.0,666329.0,958706.0,450103.0,3011319.0,913253.0,6295058.0,3391675.0,308699.0,22034.0,3624261.0,1435464.0,1334042.0,4093668.0,748875.0,9694.0,367414.0,1583500.0,360667.0,1865861.0,8261238.0,105703501.0,977728.0,231610.0,3065623.0,27189.0,2827745.0,2501778.0,679347.0,2071836.0,206091.0
84,2021-03-14,1298612.0,333357.0,23696.0,2557630.0,882630.0,80683.0,11883375.0,1878639.0,1411532.0,317790.0,1439663.0,264499.0,19796.0,7108286.0,2754347.0,66513.0,528035.0,550174.0,4197470.0,746005.0,2127229.0,1114556.0,900500.0,1496894.0,7547477.0,1464377.0,510397.0,16007.0,1961982.0,2561749.0,3166094.0,2000939.0,896984.0,1867231.0,395770.0,666417.0,989342.0,460696.0,3065373.0,942171.0,6295058.0,3414474.0,317029.0,22134.0,3732147.0,1465197.0,1366471.0,4191298.0,748875.0,9694.0,374193.0,1583500.0,373065.0,1921346.0,8421946.0,107060274.0,1007495.0,231610.0,3065999.0,27210.0,2892286.0,2562529.0,684336.0,2072866.0,211910.0
85,2021-03-15,1306419.0,337141.0,24300.0,2605621.0,892588.0,80683.0,12306608.0,1933717.0,1442439.0,333896.0,1495339.0,271191.0,19841.0,7116355.0,2790084.0,66607.0,538235.0,559659.0,4297923.0,757075.0,2160312.0,1145079.0,909577.0,1532494.0,7559194.0,1484459.0,523269.0,16007.0,1991188.0,2620671.0,3170085.0,2037382.0,904066.0,1897083.0,398858.0,684831.0,1013805.0,465226.0,3112960.0,952566.0,6443462.0,3480495.0,321677.0,22134.0,3819317.0,1483295.0,1387803.0,4283453.0,748982.0,9694.0,388420.0,1618854.0,378505.0,1952377.0,8547673.0,109081860.0,1008582.0,239136.0,3146184.0,27261.0,2951945.0,2626048.0,686081.0,2107896.0,212499.0
86,2021-03-16,1332298.0,339647.0,24300.0,2655283.0,897059.0,81035.0,12686451.0,1948333.0,1460334.0,338429.0,1506702.0,274424.0,20450.0,7197889.0,2810272.0,67081.0,546123.0,566079.0,4379055.0,768056.0,2170644.0,1155003.0,917107.0,1547563.0,7569120.0,1494482.0,528109.0,16100.0,2033434.0,2633498.0,3245598.0,2046151.0,906140.0,1907859.0,401716.0,697176.0,1020137.0,471480.0,3174729.0,970496.0,6571852.0,3564207.0,321693.0,22604.0,3862956.0,1488390.0,1412282.0,4340831.0,764943.0,10197.0,396843.0,1627125.0,379911.0,1960657.0,8660886.0,110737856.0,1030630.0,243777.0,3160693.0,28115.0,2987320.0,2665688.0,689649.0,2130926.0,213969.0
87,2021-03-17,1363987.0,345987.0,24300.0,2697523.0,912660.0,81950.0,13161027.0,1987533.0,1483587.0,346179.0,1531345.0,281538.0,20882.0,7332554.0,2814158.0,68451.0,559118.0,566777.0,4469795.0,781325.0,2206988.0,1155384.0,931281.0,1582305.0,7585936.0,1519050.0,528359.0,17112.0,2082976.0,2710203.0,3310710.0,2080648.0,921413.0,1939762.0,406867.0,712099.0,1034347.0,478758.0,3254946.0,983709.0,6700442.0,3630467.0,325202.0,22934.0,3928456.0,1519597.0,1414113.0,4491125.0,788188.0,10726.0,403044.0,1649023.0,384987.0,2007555.0,8850377.0,113037627.0,1052347.0,246663.0,3211090.0,29233.0,3027633.0,2705839.0,695358.0,2160948.0,214015.0
88,2021-03-18,1390066.0,351093.0,24300.0,2755436.0,929862.0,84200.0,13563094.0,2029213.0,1514945.0,354571.0,1562724.0,285546.0,20882.0,7522691.0,2906563.0,70056.0,572716.0,586497.0,4584510.0,799030.0,2252443.0,1182560.0,959395.0,1619517.0,7614153.0,1519659.0,528977.0,17112.0,2130973.0,2773542.0,3396328.0,2119439.0,940902.0,1989274.0,414258.0,731885.0,1062287.0,489626.0,3346883.0,1004050.0,6853499.0,3724856.0,330516.0,23266.0,4018634.0,1551665.0,1433105.0,4591687.0,814157.0,10962.0,411715.0,1686210.0,392994.0,2054500.0,9055037.0,115730008.0,1069752.0,252439.0,3272006.0,30128.0,3091883.0,2763105.0,709770.0,2210128.0,214050.0
89,2021-03-19,1426696.0,356055.0,24300.0,2760907.0,952919.0,86342.0,13882984.0,2080284.0,1551481.0,362023.0,1593498.0,291022.0,21624.0,7684142.0,2910835.0,71940.0,587465.0,603043.0,4683361.0,814515.0,2304432.0,1225964.0,997844.0,1668125.0,7630706.0,1587368.0,557469.0,17112.0,2190923.0,2837941.0,3484418.0,2180483.0,948679.0,2033873.0,422946.0,754880.0,1086559.0,500911.0,3431096.0,1031202.0,7004762.0,3813176.0,340554.0,23700.0,4124492.0,1585046.0,1483419.0,4612975.0,839948.0,11500.0,425397.0,1723604.0,403411.0,2093850.0,9237352.0,118313818.0,1070231.0,259165.0,3333181.0,31142.0,3165336.0,2823446.0,732433.0,2271149.0,220735.0
90,2021-03-20,1460782.0,362698.0,24300.0,2825939.0,974973.0,88006.0,14276125.0,2188145.0,1586484.0,372165.0,1630049.0,296647.0,22129.0,7977789.0,3113334.0,72069.0,599643.0,622341.0,4826260.0,827880.0,2360942.0,1265775.0,1035916.0,1713059.0,7648211.0,1629437.0,557814.0,18039.0,2194556.0,2909219.0,3589255.0,2244149.0,972123.0,2087816.0,433315.0,755802.0,1116221.0,514422.0,3514899.0,1060171.0,7185757.0,3903284.0,350706.0,24203.0,4240062.0,1616226.0,1523965.0,4637450.0,863265.0,11804.0,440476.0,1745511.0,414458.0,2141857.0,9428516.0,121441497.0,1070976.0,266120.0,3391329.0,32072.0,3243652.0,2889480.0,756418.0,2343615.0,220993.0
91,2021-03-21,1472666.0,372435.0,24300.0,2893024.0,999488.0,88862.0,14708175.0,2250372.0,1623090.0,382342.0,1673652.0,302692.0,22217.0,8186888.0,3207887.0,72090.0,610517.0,639606.0,4960792.0,845754.0,2406866.0,1302395.0,1072867.0,1762745.0,7662913.0,1664443.0,558351.0,18873.0,2287975.0,2972826.0,3681378.0,2306429.0,996498.0,2143727.0,443030.0,775509.0,1145354.0,529948.0,3581686.0,1085158.0,7371644.0,4002867.0,357236.0,24795.0,4364513.0,1652639.0,1560983.0,4639971.0,886400.0,11804.0,454586.0,1793297.0,424806.0,2198555.0,9611867.0,124481412.0,1137351.0,274187.0,3450713.0,32170.0,3309153.0,2972560.0,763619.0,2422908.0,221336.0
92,2021-03-22,1479271.0,375590.0,27015.0,2942907.0,1008575.0,89052.0,15050673.0,2276660.0,1658338.0,389157.0,1679133.0,306996.0,22255.0,8191294.0,3280952.0,73973.0,614208.0,650437.0,5051382.0,857036.0,2437519.0,1324891.0,1081274.0,1797605.0,7671197.0,1688633.0,595845.0,18873.0,2320073.0,3032996.0,3747788.0,2340900.0,1002292.0,2174546.0,447675.0,797409.0,1164939.0,537577.0,3635504.0,1098197.0,7522949.0,4064069.0,360501.0,24895.0,4447020.0,1674556.0,1584449.0,4748613.0,896153.0,11844.0,469205.0,1834965.0,428076.0,2231739.0,9734465.0,126509736.0,1137511.0,277420.0,3502931.0,32191.0,3360330.0,3045597.0,764903.0,2462081.0,221452.0
93,2021-03-23,1509445.0,376555.0,27263.0,2970577.0,1012415.0,89232.0,15349039.0,2310425.0,1676905.0,389157.0,1682536.0,309362.0,22488.0,8250717.0,3281102.0,75724.0,621720.0,656932.0,5096694.0,860107.0,2447336.0,1333747.0,1088988.0,1813786.0,7675790.0,1695779.0,599693.0,18873.0,2357211.0,3066115.0,3776838.0,2353672.0,1004562.0,2192811.0,447693.0,804643.0,1170434.0,545500.0,3636384.0,1101603.0,7695283.0,4092184.0,360592.0,25206.0,4499814.0,1682725.0,1606844.0,5150999.0,902839.0,12247.0,480045.0,1848117.0,429022.0,2246032.0,9845182.0,128217029.0,1155841.0,283052.0,3512264.0,33239.0,3389780.0,3068976.0,769358.0,2480311.0,235171.0
94,2021-03-24,1542416.0,379296.0,27837.0,3010048.0,1032499.0,90341.0,15691888.0,2344091.0,1701298.0,397204.0,1694545.0,313341.0,22767.0,8396727.0,3362513.0,77636.0,632086.0,666389.0,5177472.0,876022.0,2488889.0,1346156.0,1115858.0,1838590.0,7683903.0,1725080.0,599839.0,19083.0,2409705.0,3131419.0,3841144.0,2380640.0,1025205.0,2229686.0,455003.0,818325.0,1185896.0,554889.0,3781744.0,1111612.0,7836940.0,4167233.0,363148.0,25607.0,4582163.0,1717541.0,1626721.0,5290020.0,920753.0,12644.0,488045.0,1889498.0,436290.0,2297569.0,9841589.0,130473853.0,1178663.0,286384.0,3558131.0,34472.0,3469776.0,3108315.0,777941.0,2516425.0,235424.0
95,2021-03-25,1579091.0,384503.0,27864.0,3106598.0,1056307.0,95200.0,16062266.0,2388899.0,1737160.0,406635.0,1712296.0,320173.0,23026.0,8603007.0,3434860.0,79350.0,642642.0,678747.0,5287852.0,886247.0,2540707.0,1369302.0,1140488.0,1876610.0,7690646.0,1756494.0,620556.0,19343.0,2464830.0,3196050.0,3914742.0,2417606.0,1049528.0,2276318.0,463857.0,836012.0,1214518.0,566168.0,3869393.0,1135178.0,7986362.0,4240056.0,369029.0,26016.0,4679419.0,1753658.0,1657083.0,5325139.0,952499.0,13277.0,497475.0,1926363.0,445142.0,2353612.0,10133617.0,133305295.0,1213732.0,290680.0,3614889.0,35728.0,3529449.0,3170650.0,793552.0,2576727.0,242919.0
96,2021-03-26,1611404.0,389775.0,28503.0,3169061.0,1086176.0,98916.0,16527440.0,2443350.0,1774045.0,417566.0,1785851.0,327007.0,23460.0,8811431.0,3530980.0,81396.0,659606.0,694887.0,5412272.0,903716.0,2598661.0,1402543.0,1170671.0,1924602.0,7699428.0,1793002.0,639773.0,19871.0,2532593.0,3270796.0,4006900.0,2479001.0,1050114.0,2317440.0,475058.0,857343.0,1243965.0,574612.0,3958836.0,1162064.0,8194278.0,4343898.0,379564.0,26450.0,4805634.0,1790349.0,1694736.0,5516639.0,981193.0,13334.0,507094.0,1969766.0,457075.0,2416556.0,10420919.0,136684688.0,1214131.0,296682.0,3673631.0,36668.0,3615169.0,3251437.0,819288.0,2654772.0,243336.0
97,2021-03-27,1645858.0,395650.0,28527.0,3239538.0,1114449.0,101156.0,16944916.0,2500874.0,1813854.0,428136.0,1827620.0,334783.0,23778.0,9028641.0,3621196.0,81649.0,660902.0,710876.0,5542211.0,919115.0,2655132.0,1445223.0,1217475.0,1976294.0,7707857.0,1838055.0,656607.0,19871.0,2594534.0,3345239.0,4114426.0,2557970.0,1092577.0,2371541.0,487221.0,858106.0,1274357.0,586018.0,4053945.0,1191220.0,8435639.0,4456503.0,390760.0,26987.0,4946129.0,1827618.0,1737553.0,5670930.0,1015714.0,13334.0,515234.0,2017582.0,471664.0,2477807.0,10700661.0,140180735.0,1275570.0,303242.0,3735856.0,37770.0,3668360.0,3330877.0,846624.0,2736745.0,243604.0
98,2021-03-28,1659102.0,401502.0,28527.0,3308671.0,1143893.0,101784.0,17335016.0,2569087.0,1854289.0,438768.0,1873990.0,344954.0,23908.0,9271008.0,3711950.0,83164.0,662115.0,728042.0,5682011.0,940544.0,2700392.0,1488820.0,1249912.0,2019234.0,7715923.0,1882190.0,673445.0,20014.0,2648201.0,3424253.0,4214787.0,2632176.0,1094028.0,2430704.0,499029.0,881787.0,1303006.0,598445.0,4142916.0,1224826.0,8654504.0,4549839.0,397822.0,27446.0,5074719.0,1869610.0,1772914.0,5795550.0,1044040.0,13381.0,526086.0,2066478.0,482516.0,2545370.0,10941968.0,143462691.0,1276128.0,310003.0,3798767.0,38221.0,3778349.0,3419568.0,856921.0,2808953.0,244038.0
99,2021-03-29,1666585.0,403284.0,28527.0,3363062.0,1153739.0,101786.0,17703550.0,2602792.0,1891603.0,447568.0,1886141.0,353718.0,24114.0,9276711.0,3764344.0,84899.0,685464.0,736941.0,5793846.0,945805.0,2734813.0,1514487.0,1261951.0,2058753.0,7718036.0,1911134.0,683925.0,20342.0,2681526.0,3495331.0,4295979.0,2665779.0,1134229.0,2464910.0,502390.0,900049.0,1328018.0,602562.0,4204062.0,1239316.0,8862843.0,4596429.0,401626.0,27787.0,5168120.0,1888004.0,1802561.0,5893502.0,1055993.0,13381.0,538434.0,2109171.0,488046.0,2582046.0,11130215.0,145812835.0,1276193.0,316145.0,3854450.0,38261.0,3867013.0,3501641.0,857701.0,2853949.0,261950.0
100,2021-03-30,1697641.0,404339.0,29079.0,3399399.0,1159108.0,101891.0,17922091.0,2645306.0,1924605.0,453447.0,1895711.0,359065.0,24538.0,9405368.0,3786303.0,85003.0,692706.0,740943.0,5843688.0,948459.0,2744163.0,1525091.0,1269292.0,2074948.0,7719964.0,1920242.0,687989.0,20342.0,2736823.0,3535818.0,4329057.0,2702080.0,1137212.0,2481467.0,504919.0,916701.0,1335002.0,607126.0,4292515.0,1242292.0,9023541.0,4609430.0,410932.0,28165.0,5219217.0,1895546.0,1821492.0,5947782.0,1062627.0,13381.0,552753.0,2124443.0,489525.0,2596336.0,11357324.0,147602345.0,1327257.0,323388.0,3861303.0,39516.0,3977862.0,3537203.0,866037.0,2870834.0,261963.0
101,2021-03-31,1728736.0,407233.0,31167.0,3451567.0,1183295.0,102091.0,18223412.0,2691248.0,1954259.0,463476.0,1926592.0,374297.0,24992.0,9563326.0,3855859.0,87540.0,705568.0,752364.0,5932882.0,964050.0,2787166.0,1539664.0,1290992.0,2100387.0,7726500.0,1963625.0,697663.0,20512.0,2809466.0,3611067.0,4419793.0,2751928.0,1158505.0,2524827.0,522897.0,940837.0,1348526.0,614984.0,4381035.0,1258002.0,9261975.0,4691515.0,413386.0,28566.0,5295592.0,1930169.0,1854126.0,6056762.0,1088065.0,13381.0,559186.0,2150462.0,496601.0,2655309.0,11604088.0,150273292.0,1327487.0,328451.0,3910012.0,40979.0,4056991.0,3586736.0,874459.0,2905410.0,262406.0
102,2021-04-01,1771979.0,411529.0,31167.0,3512579.0,1209965.0,107497.0,18604164.0,2746030.0,1992899.0,473912.0,1960861.0,381345.0,25176.0,9781739.0,3950645.0,88590.0,717790.0,766703.0,6073419.0,980337.0,2840511.0,1567904.0,1311354.0,2142945.0,7731353.0,2003199.0,715036.0,20689.0,2882170.0,3685186.0,4514072.0,2800651.0,1160150.0,2576981.0,534273.0,966534.0,1374197.0,707655.0,4523995.0,1281047.0,9393484.0,4781372.0,419484.0,28918.0,5400664.0,1975056.0,1893672.0,6201769.0,1114680.0,13381.0,566515.0,2191473.0,505081.0,2725411.0,11950969.0,153631404.0,1380946.0,333676.0,3965897.0,42298.0,4140842.0,3659886.0,896388.0,2969294.0,270226.0
103,2021-04-02,1813462.0,415690.0,31761.0,3581448.0,1244076.0,110979.0,18985902.0,2803981.0,2035542.0,485988.0,1993503.0,388617.0,25176.0,9988150.0,4055515.0,90114.0,732136.0,782576.0,6192219.0,995251.0,2903944.0,1605295.0,1367364.0,2192380.0,7735342.0,2047718.0,735876.0,20923.0,2961306.0,3771380.0,4619345.0,2867187.0,1189395.0,2668283.0,545186.0,991673.0,1399135.0,721042.0,4655258.0,1312410.0,9914326.0,4862483.0,433534.0,28918.0,5531731.0,2021155.0,1941147.0,6384592.0,1148177.0,13429.0,583711.0,2243230.0,515412.0,2789616.0,12318117.0,157606463.0,1381245.0,341568.0,4020905.0,43323.0,4252753.0,3745391.0,925146.0,3049407.0,270599.0
104,2021-04-03,1847243.0,420238.0,31761.0,3653578.0,1305535.0,111766.0,19449615.0,2878136.0,2092230.0,498720.0,2037354.0,396885.0,25404.0,10204039.0,4150770.0,91630.0,742277.0,799887.0,6340870.0,1008639.0,2972415.0,1687691.0,1408174.0,2252894.0,7738792.0,2093895.0,756766.0,21328.0,3043682.0,3868668.0,4749818.0,2955945.0,1216256.0,2745801.0,557322.0,992251.0,1431817.0,764940.0,4766910.0,1342108.0,10281033.0,5008165.0,445669.0,29434.0,5689737.0,2069319.0,1988473.0,6551136.0,1167735.0,13429.0,596183.0,2244467.0,529897.0,2863871.0,12565129.0,161688422.0,1466038.0,360030.0,4077400.0,43825.0,4375147.0,3834378.0,943140.0,3140168.0,270862.0
105,2021-04-04,1858833.0,428556.0,31775.0,3720230.0,1306811.0,112202.0,19962420.0,2954206.0,2138503.0,508590.0,2082199.0,403560.0,25404.0,10565844.0,4153506.0,91702.0,757630.0,817221.0,6488477.0,1025958.0,3016801.0,1688053.0,1446575.0,2300753.0,7742126.0,2116985.0,778195.0,21785.0,3103045.0,3968332.0,4848250.0,3028798.0,1240970.0,2807214.0,569766.0,1009786.0,1462114.0,774277.0,4855447.0,1365434.0,10519517.0,5057979.0,449089.0,29797.0,5820854.0,2107328.0,2034002.0,6670089.0,1171342.0,13429.0,611301.0,2305396.0,539915.0,2905011.0,12808243.0,165053746.0,1466600.0,360745.0,4131688.0,43826.0,4485753.0,3928519.0,946710.0,3208168.0,286685.0
